age,job,marital,education,balance,housing,loan,month,campaign,previous
36.0,admin.,single,secondary,148.0,yes,no,may,4.0,2.0
36.0,blue-collar,married,secondary,249.0,yes,no,may,5.0,0.0
38.0,self-employed,single,tertiary,5774.0,yes,no,may,4.0,5.0
36.0,services,single,secondary,0.0,yes,no,may,4.0,0.0
40.0,blue-collar,married,primary,1841.0,yes,no,may,4.0,0.0
37.0,blue-collar,married,primary,2120.0,yes,no,may,3.0,4.0
51.0,management,single,tertiary,297.0,yes,no,may,4.0,1.0
34.0,services,divorced,secondary,89.0,yes,no,may,4.0,0.0
56.0,blue-collar,married,primary,827.0,yes,no,may,4.0,0.0
35.0,blue-collar,married,secondary,205.0,yes,yes,may,7.0,1.0
34.0,technician,married,tertiary,3743.0,yes,no,may,4.0,0.0
39.0,services,married,secondary,117.0,yes,no,may,2.0,0.0
29.0,blue-collar,married,secondary,-493.0,yes,no,may,2.0,4.0
33.0,management,single,tertiary,62.0,yes,no,may,3.0,0.0
40.0,admin.,single,secondary,2040.0,yes,no,may,2.0,2.0
22.0,services,single,secondary,344.0,yes,no,may,1.0,0.0
32.0,technician,single,secondary,230.0,yes,no,may,1.0,7.7085785454572555
33.0,admin.,single,secondary,1277.0,yes,no,may,1.0,0.0
29.0,blue-collar,married,secondary,104.0,yes,no,may,4.0,0.0
29.0,technician,single,secondary,706.0,yes,no,may,1.0,0.0
24.0,blue-collar,single,secondary,174.0,yes,yes,may,1.0,0.0
31.0,blue-collar,single,secondary,239.0,yes,no,may,1.0,1.0
27.0,blue-collar,single,secondary,513.0,yes,yes,may,1.0,0.0
32.0,management,single,tertiary,7290.0,yes,no,may,1.0,0.0
30.0,blue-collar,single,secondary,5909.0,yes,no,may,2.0,0.0
27.0,services,single,secondary,-195.0,yes,no,may,1.0,0.0
55.0,blue-collar,married,secondary,3917.0,yes,no,may,1.0,0.0
28.0,admin.,single,secondary,352.0,yes,yes,may,1.0,0.0
29.0,technician,single,tertiary,615.0,yes,no,may,1.0,0.0
55.0,retired,divorced,tertiary,0.0,no,no,may,1.0,1.0
25.0,blue-collar,single,secondary,217.0,yes,no,may,1.0,0.0
36.0,housemaid,single,secondary,1015.0,yes,no,may,1.0,2.0
27.0,blue-collar,married,unknown,409.0,yes,no,may,1.0,0.0
25.0,services,single,secondary,1119.0,yes,no,may,1.0,0.0
32.0,blue-collar,single,primary,11204.778501400662,yes,no,may,1.0,0.0
33.0,admin.,single,tertiary,235.0,yes,no,may,1.0,0.0
38.0,entrepreneur,married,tertiary,170.0,yes,no,may,1.0,0.0
45.0,technician,divorced,secondary,-357.0,yes,yes,may,1.0,2.0
30.0,blue-collar,single,secondary,2145.0,yes,no,may,2.0,0.0
32.0,blue-collar,married,primary,-454.0,yes,yes,may,5.0,2.0
26.0,blue-collar,single,primary,-887.0,yes,no,may,2.0,0.0
25.0,blue-collar,single,primary,292.0,yes,yes,may,2.0,0.0
33.0,blue-collar,married,secondary,139.0,yes,yes,may,2.0,5.0
32.0,technician,single,tertiary,2684.0,yes,no,may,2.0,0.0
34.0,blue-collar,married,primary,-1.0,yes,no,may,6.0,1.0
29.0,management,married,tertiary,1387.0,yes,no,may,2.0,0.0
28.0,self-employed,married,secondary,-522.0,yes,yes,may,2.0,0.0
38.0,technician,single,secondary,-242.0,yes,no,may,3.0,6.0
35.0,services,single,secondary,719.0,yes,no,may,3.0,3.0
28.0,admin.,single,secondary,0.0,yes,yes,may,5.0,0.0
29.0,unemployed,single,tertiary,497.0,yes,no,may,3.0,6.0
20.0,blue-collar,single,secondary,76.0,yes,no,may,2.0,0.0
45.0,admin.,divorced,secondary,397.0,yes,yes,may,1.0,2.0
37.0,management,married,tertiary,3723.0,no,no,may,1.0,0.0
32.0,technician,single,tertiary,1625.0,no,no,may,1.0,1.0
59.0,admin.,married,secondary,106.0,no,no,may,1.0,0.0
37.0,services,married,secondary,1543.0,yes,no,may,1.0,6.0
59.0,management,married,tertiary,2239.0,no,no,may,1.0,0.0
27.0,technician,divorced,secondary,1977.0,yes,no,may,1.0,0.0
39.0,management,single,tertiary,0.0,yes,no,may,1.0,3.0
43.0,services,married,secondary,2145.0,no,no,may,1.0,3.0
39.0,technician,married,secondary,116.0,no,no,may,2.0,0.0
26.0,student,single,secondary,620.0,no,no,may,1.0,1.0
39.0,management,single,tertiary,307.0,no,no,may,2.0,0.0
43.0,management,divorced,unknown,7702.0,no,no,may,1.0,2.0
27.0,student,single,tertiary,3733.0,yes,no,may,1.0,6.0
32.0,services,single,secondary,3993.0,no,no,may,2.0,0.0
29.0,management,single,tertiary,428.0,no,no,may,2.0,0.0
42.0,management,married,primary,5310.0,yes,no,may,2.0,1.0
53.0,blue-collar,married,unknown,2509.0,no,no,may,2.0,0.0
36.0,management,married,tertiary,255.0,no,no,may,2.0,2.0
27.0,management,single,tertiary,616.0,yes,no,may,1.0,1.0
43.0,admin.,single,secondary,733.0,yes,no,may,1.0,3.0
60.0,retired,divorced,tertiary,439.0,no,yes,may,1.0,1.0
29.0,technician,single,secondary,590.0,no,no,may,1.0,0.0
26.0,blue-collar,single,tertiary,567.0,no,no,may,1.0,0.0
26.0,student,single,unknown,689.0,no,no,may,2.0,0.0
28.0,technician,single,tertiary,386.0,no,no,may,1.0,0.0
28.0,technician,single,tertiary,0.0,yes,no,may,1.0,2.0
28.0,management,single,tertiary,957.0,no,no,may,2.0,0.0
40.0,technician,married,secondary,312.0,no,no,may,7.0,0.0
24.0,blue-collar,single,secondary,167.0,no,yes,may,1.0,2.0
56.0,retired,divorced,tertiary,11204.778501400662,no,no,may,1.0,0.0
34.0,management,single,tertiary,5086.0,no,no,may,4.0,0.0
28.0,admin.,single,secondary,707.0,yes,no,may,1.0,0.0
37.0,services,married,secondary,466.0,yes,yes,may,1.0,0.0
32.0,services,single,secondary,152.0,yes,no,may,2.0,0.0
43.0,technician,divorced,secondary,1612.0,no,no,may,2.0,1.0
36.0,technician,married,tertiary,911.0,yes,yes,may,2.0,3.0
35.0,technician,single,secondary,27.0,yes,no,may,1.0,1.0
29.0,technician,single,secondary,6.0,no,no,may,1.0,0.0
27.0,student,single,secondary,253.0,no,no,may,2.0,0.0
32.0,technician,single,tertiary,705.0,yes,no,may,2.0,4.0
33.0,technician,single,tertiary,109.0,yes,yes,may,2.0,7.0
24.0,student,single,secondary,11204.778501400662,no,no,may,1.0,1.0
58.0,technician,married,secondary,3399.0,no,no,may,1.0,7.0
43.0,management,married,tertiary,79.0,no,no,may,1.0,0.0
26.0,management,married,tertiary,243.0,no,no,may,1.0,0.0
31.0,technician,single,secondary,138.0,no,no,may,1.0,2.0
25.0,management,single,tertiary,1317.0,no,no,may,1.0,0.0
58.0,retired,married,secondary,2714.0,no,no,may,1.0,2.0
48.0,management,divorced,tertiary,11204.778501400662,yes,no,may,2.0,3.0
60.0,retired,married,tertiary,846.0,no,no,may,1.0,0.0
25.0,student,single,tertiary,326.0,no,no,may,1.0,0.0
26.0,student,single,secondary,100.0,no,no,may,1.0,0.0
25.0,student,single,secondary,304.0,no,no,may,2.0,0.0
26.0,student,single,tertiary,39.0,no,no,may,3.0,0.0
32.0,management,single,tertiary,312.0,no,no,may,2.0,2.0
25.0,admin.,married,tertiary,906.0,no,no,may,1.0,0.0
21.0,admin.,single,secondary,524.0,no,no,may,1.0,0.0
41.0,self-employed,single,tertiary,1081.0,no,no,may,3.0,0.0
30.0,admin.,single,secondary,983.0,yes,no,may,2.0,0.0
47.0,admin.,divorced,secondary,2232.0,no,no,may,1.0,1.0
37.0,admin.,married,secondary,1967.0,no,no,may,1.0,1.0
34.0,admin.,married,secondary,1406.0,yes,no,may,1.0,0.0
28.0,admin.,single,secondary,157.0,no,no,may,3.0,0.0
24.0,admin.,single,tertiary,0.0,yes,no,may,2.0,0.0
26.0,admin.,single,secondary,2509.0,no,no,may,3.0,3.0
35.0,technician,married,secondary,1368.0,no,no,may,1.0,2.0
54.0,retired,divorced,tertiary,3076.0,no,no,may,2.0,0.0
44.0,management,married,tertiary,7818.0,no,no,may,1.0,0.0
56.0,admin.,single,secondary,4118.0,no,no,may,1.0,0.0
25.0,admin.,single,tertiary,760.0,yes,no,may,3.0,2.0
25.0,student,single,unknown,277.0,no,no,may,2.0,0.0
50.0,management,married,tertiary,253.0,no,no,may,9.0,0.0
55.0,admin.,married,secondary,602.0,no,no,jun,3.0,2.0
57.0,management,married,tertiary,473.0,no,no,jun,1.0,0.0
48.0,management,married,tertiary,1167.0,yes,yes,jun,1.0,0.0
25.0,unemployed,single,tertiary,343.0,no,no,jun,1.0,0.0
49.0,management,married,tertiary,1808.0,yes,no,jun,1.0,1.0
25.0,technician,single,secondary,1199.0,no,no,jun,1.0,0.0
38.0,housemaid,divorced,secondary,70.0,no,no,jun,1.0,0.0
45.0,blue-collar,married,secondary,1723.0,no,no,jun,2.0,0.0
33.0,management,married,tertiary,1323.0,no,no,jun,1.0,0.0
45.0,admin.,married,tertiary,2552.0,no,no,jun,1.0,7.0
26.0,management,single,secondary,2613.0,no,no,jun,1.0,0.0
49.0,admin.,married,secondary,0.0,no,no,jun,1.0,0.0
25.0,technician,single,secondary,938.0,no,no,jun,1.0,0.0
53.0,technician,married,secondary,284.0,no,no,jun,1.0,0.0
43.0,management,married,tertiary,1059.0,no,yes,jun,2.0,0.0
49.0,technician,married,secondary,1684.0,no,yes,jun,2.0,0.0
54.0,management,married,tertiary,534.0,no,no,jun,2.0,0.0
47.0,technician,married,secondary,293.0,no,no,jun,1.0,1.0
34.0,blue-collar,married,secondary,262.0,no,no,jun,1.0,0.0
54.0,services,divorced,secondary,0.0,no,no,jun,1.0,2.0
43.0,management,divorced,tertiary,2367.0,no,no,jun,1.0,2.0
23.0,services,single,secondary,31.0,no,no,jun,1.0,0.0
48.0,management,married,tertiary,3842.0,no,no,jun,2.0,0.0
30.0,self-employed,single,tertiary,3343.0,no,no,jun,1.0,0.0
38.0,unemployed,single,secondary,804.0,no,no,jun,1.0,0.0
34.0,student,single,unknown,1011.0,no,no,jun,1.0,0.0
52.0,admin.,single,secondary,-528.0,yes,yes,jun,2.0,0.0
27.0,management,single,tertiary,1840.0,no,no,jun,1.0,7.7085785454572555
40.0,blue-collar,married,secondary,1451.0,no,no,jun,1.0,0.0
47.0,management,married,tertiary,2351.0,no,no,jun,2.0,1.0
26.0,management,single,tertiary,1623.0,no,no,jun,1.0,0.0
37.0,admin.,married,secondary,597.0,no,no,jun,1.0,0.0
34.0,management,married,tertiary,611.0,no,no,jun,1.0,0.0
26.0,admin.,single,tertiary,313.0,no,yes,jun,1.0,2.0
44.0,management,married,tertiary,1954.0,no,no,jun,1.0,0.0
29.0,management,single,tertiary,307.0,yes,no,jun,1.0,0.0
40.0,unemployed,single,tertiary,7968.0,no,no,jun,1.0,0.0
43.0,blue-collar,married,secondary,2160.0,no,no,jun,1.0,0.0
52.0,technician,divorced,secondary,1005.0,yes,no,jun,1.0,0.0
38.0,admin.,married,tertiary,1988.0,no,no,jun,1.0,4.0
33.0,services,divorced,secondary,1117.0,no,no,jun,1.0,0.0
50.0,technician,married,secondary,3370.0,no,no,jun,2.0,0.0
53.0,admin.,married,secondary,109.0,no,no,jun,1.0,0.0
42.0,services,married,secondary,1376.0,yes,no,jun,2.0,4.0
49.0,technician,married,tertiary,523.0,yes,no,jun,1.0,3.0
27.0,technician,single,tertiary,11204.778501400662,no,no,jun,1.0,1.0
32.0,admin.,married,tertiary,653.0,no,no,jun,1.0,0.0
31.0,student,single,tertiary,64.0,no,no,jun,2.0,0.0
29.0,technician,single,secondary,1165.0,no,no,jun,1.0,0.0
49.0,services,married,secondary,7019.0,yes,no,jun,1.0,3.0
46.0,blue-collar,married,secondary,1568.0,yes,no,jun,1.0,6.0
57.0,blue-collar,married,primary,3109.0,no,no,jun,2.0,0.0
28.0,technician,single,tertiary,4987.0,no,no,jun,2.0,7.7085785454572555
37.0,entrepreneur,married,tertiary,189.0,no,no,jun,2.0,0.0
38.0,blue-collar,married,secondary,2467.0,no,no,jun,1.0,0.0
49.0,management,married,tertiary,5887.0,no,no,jun,3.0,2.0
35.0,technician,married,tertiary,1354.0,no,no,jun,2.0,0.0
29.0,technician,married,secondary,23.0,yes,no,jun,1.0,2.0
52.0,technician,married,secondary,0.0,no,no,jun,3.0,0.0
34.0,unemployed,married,secondary,978.0,no,no,jun,2.0,1.0
60.0,technician,married,secondary,294.0,no,no,jun,4.0,0.0
32.0,self-employed,married,secondary,409.0,no,no,jun,2.0,2.0
27.0,admin.,single,secondary,261.0,yes,yes,jun,4.0,0.0
55.0,entrepreneur,married,secondary,11204.778501400662,no,no,jun,1.0,0.0
29.0,management,single,tertiary,3846.0,no,no,jun,2.0,0.0
42.0,blue-collar,married,secondary,2913.0,no,no,jun,1.0,1.0
33.0,management,divorced,tertiary,2240.0,no,no,jun,1.0,0.0
29.0,blue-collar,married,primary,5.0,no,no,jun,1.0,0.0
39.0,admin.,married,secondary,150.0,no,no,jun,4.0,0.0
31.0,technician,single,tertiary,882.0,no,no,jun,1.0,0.0
60.0,management,divorced,tertiary,366.0,no,no,jun,1.0,0.0
25.0,student,single,tertiary,1189.0,no,no,jun,1.0,0.0
45.0,admin.,married,secondary,204.0,yes,no,jun,2.0,0.0
29.0,management,single,tertiary,637.0,yes,no,jun,1.0,1.0
55.0,management,divorced,tertiary,2383.0,no,no,jun,2.0,0.0
26.0,technician,single,secondary,1231.0,yes,no,jun,2.0,5.0
30.0,management,single,tertiary,3340.0,no,no,jun,3.0,0.0
54.0,admin.,divorced,secondary,200.0,no,no,jun,1.0,0.0
39.0,blue-collar,single,tertiary,48.0,no,no,jun,1.0,0.0
26.0,management,single,tertiary,2786.0,no,no,jun,2.0,1.0
57.0,retired,married,secondary,5313.0,no,no,jun,1.0,0.0
39.0,unemployed,married,tertiary,201.0,no,no,jun,1.0,1.0
25.0,blue-collar,single,secondary,389.0,no,no,jun,1.0,0.0
43.0,blue-collar,married,primary,3917.0,no,no,jun,2.0,1.0
32.0,blue-collar,married,secondary,889.0,yes,no,jun,2.0,3.0
43.0,management,divorced,tertiary,481.0,yes,no,jun,1.0,1.0
50.0,management,divorced,tertiary,810.0,no,no,jun,3.0,0.0
35.0,services,married,secondary,52.0,yes,no,jun,2.0,4.0
37.0,management,married,tertiary,108.0,yes,yes,jun,2.0,0.0
42.0,admin.,single,secondary,684.0,no,no,jun,1.0,0.0
27.0,management,married,secondary,2071.0,no,no,jun,1.0,0.0
27.0,services,single,secondary,339.0,no,no,jun,1.0,0.0
29.0,management,single,tertiary,572.0,no,no,jun,1.0,0.0
29.0,student,single,secondary,1779.0,no,no,jun,1.0,0.0
26.0,student,single,secondary,132.0,no,no,jun,1.0,0.0
39.0,admin.,single,tertiary,11204.778501400662,no,no,jun,1.0,0.0
41.0,services,married,secondary,0.0,yes,yes,jun,2.0,2.0
29.0,management,married,tertiary,205.0,no,no,jun,1.0,0.0
33.0,technician,single,tertiary,317.0,yes,no,jun,1.0,7.7085785454572555
32.0,management,married,tertiary,4945.0,no,no,jun,1.0,2.0
30.0,management,married,tertiary,419.0,yes,no,jun,1.0,0.0
38.0,technician,single,secondary,1130.0,no,no,jun,2.0,1.0
55.0,admin.,married,secondary,1662.0,no,no,jun,2.0,0.0
25.0,admin.,single,secondary,1871.0,no,no,jun,1.0,0.0
38.0,entrepreneur,divorced,secondary,1190.0,yes,no,jun,2.0,3.0
35.0,blue-collar,married,secondary,563.0,no,yes,jun,1.0,3.0
31.0,unemployed,married,secondary,6.0,no,no,jun,4.0,0.0
25.0,services,single,secondary,594.0,no,no,jun,2.0,0.0
31.0,management,single,tertiary,617.0,no,no,jun,1.0,2.0
27.0,student,single,secondary,538.0,no,no,jun,2.0,0.0
34.0,admin.,single,secondary,303.0,no,no,jun,3.0,3.0
40.0,admin.,single,secondary,985.0,yes,no,jun,3.0,7.7085785454572555
27.0,admin.,married,secondary,897.0,no,no,jun,1.0,0.0
28.0,management,single,secondary,171.0,no,no,jun,1.0,1.0
28.0,management,single,secondary,1633.0,no,no,jun,1.0,0.0
35.0,admin.,divorced,secondary,1085.0,no,no,jun,1.0,7.0
58.0,retired,married,primary,1980.0,no,no,jun,1.0,0.0
44.0,technician,married,tertiary,1933.0,no,no,jun,1.0,0.0
57.0,retired,married,secondary,1841.0,no,no,jun,1.0,0.0
25.0,self-employed,single,tertiary,42.0,yes,no,jun,1.0,1.0
21.0,student,single,secondary,794.0,no,no,jun,1.0,0.0
49.0,technician,married,secondary,905.0,no,no,jun,1.0,0.0
54.0,management,married,tertiary,8295.0,no,no,jun,1.0,0.0
59.0,retired,married,primary,0.0,no,no,jun,2.0,0.0
28.0,management,single,tertiary,874.0,yes,no,jun,1.0,0.0
37.0,blue-collar,married,secondary,4321.0,no,no,jun,1.0,0.0
30.0,technician,single,tertiary,0.0,yes,no,jun,2.0,0.0
35.0,housemaid,single,primary,745.0,no,no,jun,3.0,0.0
31.0,management,single,tertiary,924.0,no,no,jun,2.0,1.0
41.0,unemployed,single,primary,216.0,no,no,jun,3.0,0.0
30.0,unemployed,single,tertiary,1159.0,no,no,jun,1.0,0.0
28.0,self-employed,single,tertiary,3290.0,no,no,jun,2.0,0.0
31.0,unemployed,single,secondary,582.0,yes,no,jun,2.0,0.0
53.0,management,divorced,tertiary,380.0,no,yes,jun,2.0,0.0
22.0,blue-collar,single,secondary,682.0,no,no,jun,2.0,1.0
36.0,services,married,primary,92.0,yes,no,jun,7.0,0.0
33.0,technician,single,secondary,66.0,no,no,jun,2.0,0.0
31.0,technician,single,tertiary,252.0,no,no,jun,3.0,0.0
49.0,admin.,married,tertiary,6574.0,no,no,jun,3.0,0.0
51.0,self-employed,married,unknown,2094.0,no,no,jun,6.0,0.0
34.0,technician,married,secondary,294.0,yes,no,jun,3.0,0.0
35.0,blue-collar,married,primary,1177.0,no,no,jun,4.0,0.0
32.0,admin.,single,tertiary,8866.0,no,no,jun,2.0,2.0
36.0,entrepreneur,divorced,tertiary,3407.0,no,no,jun,4.0,4.0
31.0,management,single,tertiary,5205.0,no,no,jun,2.0,0.0
25.0,technician,single,tertiary,3630.0,no,no,jun,7.0,0.0
25.0,services,single,tertiary,12.0,no,no,jun,6.0,0.0
60.0,management,married,secondary,544.0,no,no,jun,7.0,2.0
40.0,self-employed,single,tertiary,10346.0,no,no,jun,2.0,1.0
50.0,management,married,tertiary,1612.0,no,no,jun,2.0,2.0
32.0,management,single,tertiary,718.0,yes,no,jun,1.0,0.0
60.0,admin.,married,secondary,3547.0,no,no,jun,6.0,0.0
32.0,services,married,secondary,914.0,no,no,jun,1.0,0.0
52.0,entrepreneur,married,secondary,1306.0,no,no,jun,1.0,0.0
59.0,technician,married,secondary,259.0,no,no,jun,1.0,1.0
56.0,retired,married,secondary,-1206.0,yes,no,jun,2.0,0.0
47.0,management,single,tertiary,372.0,no,no,jun,1.0,0.0
43.0,management,married,tertiary,3518.0,no,no,jun,2.0,0.0
25.0,services,single,secondary,505.0,no,no,jun,1.0,0.0
31.0,student,single,secondary,1776.0,no,no,jun,1.0,1.0
27.0,management,single,tertiary,11204.778501400662,no,no,jun,1.0,0.0
26.0,admin.,married,secondary,1595.0,no,no,jun,1.0,1.0
37.0,admin.,single,tertiary,1000.0,yes,no,jun,1.0,1.0
27.0,admin.,single,tertiary,138.0,no,no,jun,2.0,0.0
49.0,management,married,tertiary,561.0,no,no,jun,1.0,0.0
26.0,management,single,tertiary,170.0,no,no,jun,1.0,0.0
28.0,management,single,tertiary,502.0,no,no,jun,2.0,0.0
33.0,blue-collar,married,secondary,379.0,yes,yes,jun,2.0,0.0
31.0,technician,married,unknown,11204.778501400662,no,no,jun,2.0,0.0
32.0,services,married,secondary,689.0,yes,yes,jun,3.0,0.0
30.0,technician,single,secondary,2567.0,no,no,jun,4.0,0.0
34.0,management,married,tertiary,443.0,no,no,jun,3.0,0.0
58.0,retired,married,primary,2074.0,no,no,jun,2.0,0.0
34.0,management,married,tertiary,2374.0,yes,yes,jun,2.0,2.0
26.0,services,single,secondary,1347.0,no,no,jun,6.0,5.0
49.0,management,single,tertiary,7443.0,no,no,jun,5.0,2.0
57.0,management,married,tertiary,10583.0,no,no,jun,3.0,0.0
76.97205525627365,retired,married,primary,425.0,no,no,jun,1.0,1.0
61.0,management,married,tertiary,997.0,no,no,jun,1.0,1.0
64.0,retired,married,secondary,5966.0,yes,no,jun,1.0,0.0
37.0,admin.,married,secondary,2061.0,yes,yes,jun,1.0,3.0
68.0,retired,married,secondary,0.0,no,no,jun,1.0,0.0
71.0,retired,married,tertiary,2887.0,no,no,jun,1.0,0.0
54.0,management,married,tertiary,1464.0,no,no,jun,1.0,0.0
37.0,management,married,tertiary,1315.0,no,no,jun,1.0,0.0
22.0,student,single,unknown,466.0,no,no,jun,1.0,0.0
44.0,management,married,tertiary,2383.0,no,no,jul,2.0,0.0
37.0,entrepreneur,married,tertiary,1649.0,no,yes,jul,3.0,0.0
72.0,self-employed,married,tertiary,132.0,no,no,jul,2.0,1.0
69.0,retired,divorced,primary,482.0,no,no,jul,2.0,0.0
41.0,blue-collar,married,secondary,203.0,no,no,jul,2.0,0.0
44.0,blue-collar,married,secondary,88.0,yes,no,jul,1.0,0.0
32.0,services,single,secondary,2881.0,no,no,jul,1.0,0.0
76.97205525627365,retired,married,secondary,668.0,no,no,jul,1.0,0.0
33.0,technician,married,secondary,73.0,yes,no,jul,1.0,0.0
45.0,management,married,tertiary,1309.0,no,no,jul,1.0,0.0
40.0,management,married,tertiary,2763.0,yes,no,jul,1.0,2.0
42.0,entrepreneur,married,secondary,2959.0,yes,no,jul,1.0,1.0
30.0,technician,single,secondary,930.0,no,no,jul,1.0,0.0
28.0,management,single,tertiary,11204.778501400662,yes,no,jul,1.0,3.0
58.0,housemaid,divorced,secondary,0.0,no,no,jul,2.0,0.0
39.0,admin.,divorced,secondary,19.0,yes,no,jul,2.0,5.0
31.0,blue-collar,married,secondary,625.0,yes,no,jul,2.0,3.0
45.0,admin.,married,unknown,5511.0,no,no,jul,1.0,0.0
56.0,blue-collar,married,primary,1137.0,no,no,jul,1.0,0.0
46.0,management,divorced,tertiary,1329.0,no,no,jul,2.0,0.0
56.0,retired,married,secondary,1044.0,no,no,jul,2.0,0.0
27.0,services,single,secondary,302.0,no,no,jul,1.0,0.0
30.0,unemployed,married,tertiary,330.0,no,no,jul,1.0,1.0
26.0,self-employed,single,tertiary,2857.0,no,no,jul,1.0,0.0
35.0,unemployed,single,primary,68.0,no,no,jul,1.0,0.0
52.0,blue-collar,married,primary,1524.0,no,no,jul,6.0,0.0
54.0,admin.,married,secondary,1633.0,no,no,jul,2.0,0.0
41.0,entrepreneur,married,primary,0.0,no,no,jul,2.0,1.0
24.0,management,single,tertiary,507.0,no,no,jul,1.0,0.0
28.0,blue-collar,single,secondary,643.0,no,no,jul,2.0,0.0
62.0,management,married,tertiary,2785.0,no,no,jul,3.0,0.0
52.0,technician,married,secondary,137.0,no,no,jul,2.0,0.0
23.0,services,single,secondary,870.0,no,no,jul,4.0,0.0
76.97205525627365,retired,married,primary,8603.0,no,no,jul,1.0,0.0
63.0,retired,married,secondary,11204.778501400662,no,no,jul,1.0,0.0
32.0,admin.,married,secondary,51.0,yes,yes,jul,1.0,0.0
31.0,management,married,tertiary,1032.0,no,no,jul,1.0,0.0
37.0,services,married,secondary,981.0,no,no,jul,2.0,1.0
40.0,technician,single,tertiary,431.0,no,no,jul,2.0,0.0
66.0,retired,married,secondary,203.0,no,no,jul,1.0,0.0
37.0,management,married,tertiary,3737.0,no,no,jul,1.0,0.0
38.0,unemployed,married,primary,7005.0,yes,no,jul,1.0,1.0
27.0,student,single,secondary,111.0,no,no,jul,2.0,0.0
58.0,retired,married,primary,565.0,no,no,jul,1.0,0.0
49.0,housemaid,married,primary,889.0,no,no,jul,1.0,0.0
31.0,management,single,secondary,202.0,yes,no,jul,1.0,1.0
31.0,management,single,tertiary,307.0,no,no,jul,1.0,2.0
38.0,student,married,unknown,0.0,no,no,jul,1.0,1.0
76.97205525627365,retired,married,primary,429.0,no,no,jul,2.0,0.0
71.0,retired,married,tertiary,4388.0,no,no,jul,2.0,0.0
52.0,technician,married,tertiary,2557.0,no,no,jul,1.0,1.0
55.0,management,married,unknown,3122.0,no,no,jul,1.0,0.0
46.0,blue-collar,married,secondary,922.0,yes,no,jul,1.0,0.0
28.0,management,single,tertiary,3796.0,no,no,jul,2.0,0.0
22.0,student,single,secondary,185.0,no,no,jul,1.0,0.0
49.0,management,single,tertiary,151.0,yes,no,jul,3.0,0.0
20.0,student,single,unknown,829.0,no,no,jul,2.0,0.0
19.0,student,single,primary,103.0,no,no,jul,2.0,0.0
34.0,blue-collar,single,primary,79.0,no,no,jul,4.0,0.0
73.0,management,married,tertiary,1609.0,no,no,jul,2.0,0.0
27.0,management,single,tertiary,2489.0,no,no,jul,2.0,2.0
59.0,blue-collar,divorced,primary,989.0,no,no,jul,2.0,0.0
25.0,student,single,tertiary,58.0,no,no,jul,5.0,0.0
44.0,entrepreneur,single,unknown,323.0,no,no,jul,2.0,2.0
28.0,management,single,tertiary,5474.0,no,no,jul,5.0,0.0
25.0,management,single,tertiary,219.0,no,no,aug,1.0,1.0
28.0,management,married,tertiary,1240.0,no,no,aug,1.0,0.0
52.0,admin.,married,secondary,1228.0,yes,yes,aug,1.0,0.0
57.0,management,married,tertiary,1660.0,no,no,aug,1.0,0.0
49.0,management,divorced,tertiary,914.0,no,no,aug,1.0,0.0
33.0,technician,married,tertiary,1699.0,no,no,aug,1.0,0.0
47.0,technician,married,secondary,1167.0,yes,no,aug,1.0,6.0
68.0,retired,married,secondary,11204.778501400662,yes,no,aug,1.0,0.0
40.0,technician,single,tertiary,1646.0,yes,no,aug,1.0,5.0
46.0,management,married,tertiary,242.0,no,no,aug,2.0,1.0
29.0,technician,single,secondary,382.0,no,no,aug,4.0,0.0
55.0,management,divorced,tertiary,2383.0,no,no,aug,2.0,2.0
30.0,self-employed,married,tertiary,2666.0,no,no,aug,2.0,4.0
49.0,admin.,divorced,secondary,1718.0,no,yes,aug,1.0,0.0
48.0,management,married,tertiary,1147.0,no,no,aug,1.0,2.0
21.0,student,single,secondary,216.0,no,no,aug,1.0,0.0
45.0,admin.,married,secondary,153.0,no,no,aug,1.0,0.0
43.0,management,married,tertiary,1791.0,no,no,aug,1.0,0.0
47.0,management,single,tertiary,86.0,no,no,aug,1.0,4.0
27.0,management,single,tertiary,6791.0,no,no,aug,2.0,7.7085785454572555
20.0,student,married,unknown,292.0,no,no,aug,2.0,1.0
37.0,unemployed,single,tertiary,1291.0,no,no,aug,1.0,2.0
61.0,management,married,tertiary,175.0,no,no,aug,2.0,0.0
57.0,services,single,secondary,0.0,no,no,aug,1.0,0.0
40.0,management,married,tertiary,0.0,no,no,aug,2.0,6.0
53.0,admin.,divorced,secondary,0.0,yes,yes,aug,1.0,2.0
65.0,unknown,married,unknown,4717.0,no,no,aug,1.0,0.0
67.0,retired,married,tertiary,701.0,no,no,aug,2.0,0.0
66.0,retired,married,tertiary,3.0,no,no,aug,1.0,0.0
67.0,management,married,tertiary,405.0,no,no,aug,2.0,0.0
57.0,retired,married,secondary,168.0,no,no,aug,1.0,0.0
38.0,admin.,married,tertiary,4297.0,no,no,aug,2.0,0.0
56.0,management,divorced,tertiary,10532.0,no,no,aug,1.0,0.0
46.0,management,married,tertiary,4693.0,no,yes,aug,1.0,2.0
69.0,technician,married,secondary,9064.0,no,no,aug,1.0,0.0
32.0,services,single,secondary,6983.0,no,no,aug,1.0,0.0
72.0,retired,married,tertiary,2.0,no,no,aug,2.0,0.0
41.0,admin.,married,tertiary,1536.0,no,no,aug,1.0,2.0
72.0,retired,married,primary,1612.0,no,no,aug,2.0,0.0
